lemmata EN;bn:id;wn_synset;Column4;description;confidence
colorature;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
colotura;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
colouratura;bn:03720002n;wn:9938080n;C;a lyric soprano who specializes in coloratura vocal music;0.652409553527832
savoy_opera;bn:03724654n;wn:10942473n;S;English impresario who brought Gilbert and Sullivan together and produced many of their operettas in London (1844-1901);0.7088956832885742
savoy_operas;bn:03724654n;wn:10942473n;S;English impresario who brought Gilbert and Sullivan together and produced many of their operettas in London (1844-1901);0.7088956832885742
venetian_polychoral_style;bn:03724750n;wn:7035305n;T;a melody used as the basis for a polyphonic composition;0.5993883609771729
cori_spezzati;bn:03724750n;wn:7035305n;T;a melody used as the basis for a polyphonic composition;0.5993883609771729
coro_spezzato;bn:03724750n;wn:7035305n;T;a melody used as the basis for a polyphonic composition;0.5993883609771729
intermedio;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
tramezzo;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
intermedi;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
intromessa;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
tramessa;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
introdutta;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
introdutto;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
intermedii;bn:03724776n;wn:7018931n;T;a theatrical performance of a drama;0.605924129486084
flute_choir;bn:03725101n;wn:1457376v;A;form flutes in;0.6155123710632324
didgeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
the_didgeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
diggeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijeridu;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijareedo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
yirdaki;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digerydoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digiridu;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijeredoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digerdo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
yiḏaki;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didjerido;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
mandapul;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgerydoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
spiralidoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digaridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
yidaki;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgeredoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgeridoos;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgeradoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
diggerdo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didjareedo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digereedoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijiredoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
spiraldidge;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
slideridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijiridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgeridu;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
diggerydoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digeredoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijiri_doo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didjeridus;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didjeridu;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didge;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didjeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
dijeridooo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgareedo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didgeeridoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
didjeribone;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digerado;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
digeriedoo;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
slidedidge;bn:03725337n;wn:3609397n;T;a toy wind instrument that has a membrane that makes a sound when you hum into the mouthpiece;0.5592503547668457
intuitive_music;bn:03726530n;wn:1725375v;I;play with a subtle and intuitively felt sense of rhythm;0.5649663209915161
vocal_coach;bn:03727019n;wn:2825533a;A;relating to or designed for or using the singing voice;0.6382331848144531
repetiteur;bn:03727019n;wn:2825533a;A;relating to or designed for or using the singing voice;0.6382331848144531
singing_coach;bn:03727019n;wn:2825533a;A;relating to or designed for or using the singing voice;0.6382331848144531
vocal_coaches;bn:03727019n;wn:2825533a;A;relating to or designed for or using the singing voice;0.6382331848144531
vocal_coaching;bn:03727019n;wn:2825533a;A;relating to or designed for or using the singing voice;0.6382331848144531
voice_coach;bn:03727019n;wn:2825533a;A;relating to or designed for or using the singing voice;0.6382331848144531
polystylism;bn:03728093n;wn:131660r;P;in a polyphonic manner;0.5600785613059998
polystylistic;bn:03728093n;wn:131660r;P;in a polyphonic manner;0.5600785613059998
answer_song;bn:03728318n;wn:7033245n;A;a verse or song to be chanted or sung in response;0.5432684421539307
answer_record;bn:03728318n;wn:7033245n;A;a verse or song to be chanted or sung in response;0.5432684421539307
answer_single;bn:03728318n;wn:7033245n;A;a verse or song to be chanted or sung in response;0.5432684421539307
response_song;bn:03728318n;wn:7033245n;A;a verse or song to be chanted or sung in response;0.5432684421539307
answer_songs;bn:03728318n;wn:7033245n;A;a verse or song to be chanted or sung in response;0.5432684421539307
answer_records;bn:03728318n;wn:7033245n;A;a verse or song to be chanted or sung in response;0.5432684421539307
thrashcore;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
fastcore;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
fast_hardcore;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
fast_punk;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
thrashcore_punk;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
speed_punk;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
thrash_hardcore;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
fastcore_punk;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
trashcore;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
list_of_thrashcore_bands;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
thrash_punk;bn:03729966n;wn:1587713n;T;thrashers;0.5889056921005249
lira;bn:03730106n;wn:3465500n;T;a violin made by a member of the Guarneri family;0.375667929649353
relia;bn:03730106n;wn:3465500n;T;a violin made by a member of the Guarneri family;0.375667929649353
er_ren_zhuan;bn:03731511n;wn:10098862n;E;someone who does folk dances;0.4770599603652954
errenzhuan;bn:03731511n;wn:10098862n;E;someone who does folk dances;0.4770599603652954
erren_zhuan;bn:03731511n;wn:10098862n;E;someone who does folk dances;0.4770599603652954
song_and_dance_duet;bn:03731511n;wn:10098862n;E;someone who does folk dances;0.4770599603652954
two-person_turnabout;bn:03731511n;wn:10098862n;E;someone who does folk dances;0.4770599603652954
two-singer_spin;bn:03731511n;wn:10098862n;E;someone who does folk dances;0.4770599603652954
chopping;bn:03733521n;wn:1758410v;"\"",form or shape by chopping,0.5126690864562988";;
chopped_vocals;bn:03733521n;wn:1758410v;"\"",form or shape by chopping,0.5126690864562988";;
isicathamiya;bn:03733600n;wn:6994488n;I;a Bantu language sometimes considered a dialect of Zulu;0.5136422514915466
iscathamiya;bn:03733600n;wn:6994488n;I;a Bantu language sometimes considered a dialect of Zulu;0.5136422514915466
zulu_a_cappella_singing;bn:03733600n;wn:6994488n;I;a Bantu language sometimes considered a dialect of Zulu;0.5136422514915466
ingoma_ebusuku;bn:03733600n;wn:6994488n;I;a Bantu language sometimes considered a dialect of Zulu;0.5136422514915466
isicathimiya;bn:03733600n;wn:6994488n;I;a Bantu language sometimes considered a dialect of Zulu;0.5136422514915466
salsa;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
salsa_music;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
salsa_cubana;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
1970s_salsa_music;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
1980s_salsa_music;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
1970s_salsa;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
1980s_salsa;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
1960s_salsa;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
1960s_salsa_music;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
salsa_band;bn:03734071n;wn:7060697n;S;a genre of popular music composed for ballroom dancing;0.6345122456550598
schranz;bn:03734665n;wn:10696672n;s;an advocate of technocracy;0.6187025308609009
song_poem;bn:03736371n;wn:9839022n;S;a lyric poet;0.6787775158882141
songpoem;bn:03736371n;wn:9839022n;S;a lyric poet;0.6787775158882141
passion_cantata;bn:03737473n;wn:7018724n;A;a play representing the Passion of Christ;0.5875447988510132
passio;bn:03737473n;wn:7018724n;A;a play representing the Passion of Christ;0.5875447988510132
passion_oratorio;bn:03737473n;wn:7018724n;A;a play representing the Passion of Christ;0.5875447988510132
prepared_piano;bn:03744975n;wn:5719325n;A;the sound of music produced by a piano;0.6819089651107788
false_ending;bn:03745912n;wn:1004932s;A;"not ended; lacking an end or conclusion";0.4837118983268738
fake_ending;bn:03745912n;wn:1004932s;A;"not ended; lacking an end or conclusion";0.4837118983268738
cuban_hip_hop;bn:03750412n;wn:533322n;H;a Cuban dance in duple time;0.5679625272750854
