wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:03202758n,,"electro, electro-funk, electro_music, electro-disco, electro-boogie, nu_electro, electro_boogie, neo-electro, electro_funk, electrocore, 1980s-electro, electro-soul","Electro is a genre of electronic music and early hip hop directly influenced by the use of the Roland TR-808 drum machines, and funk.",musique_électro,YES
,bn:03280829n,,"electric_violin, silent_violin, electric_violinist, electric_fiddle, electrical_violin, electric_violins",An electric violin is a violin equipped with an electronic output of its sound.,violon_électrique,YES
,bn:03494075n,,"electric_sitar, coral_sitar","An electric sitar is a kind of electric guitar designed to mimic the sound of the sitar, a traditional musical instrument of India.",sitar_électrique,YES
,bn:02376501n,,"electric_piano, electronic_piano, epiano, hohner_cembalet, e-piano",An electric piano is a musical instrument which produces sounds when a performer presses the keys of a piano-style musical keyboard.,piano_électrique,YES
,bn:03813651n,,electric_cello,The electric cello is a type of cello that relies on electronic amplification to produce sound.,violoncelle_électrique,YES
,bn:03870512n,,"eight-bar_blues, 8_bar_blues, eight_bar_blues, 8-bar_blues","In music, an eight-bar blues is a common blues chord progression.",huit_mesures_blues,YES
,bn:03162629n,,"earworm, sticky_music, stuck_song_syndrome, last_song_syndrome, ear_bug, involuntary_musical_imagery, ear-worm, song_stuck_in_your_head, music_of_the_mind, repetunitis, brainworm, melodymania, ear_worm, sound_virus, earworms, haunting_melody, music_stuck_in_your_head, ohrwurm, endomusia, stuck_tune_syndrome","An earworm, sometimes referred to as a brainworm, sticky music, stuck song syndrome, or, most commonly after earworms, Involuntary Musical Imagery, is a catchy and/or memorable piece of music or saying that continuously occupies a person's mind even after it is no longer being played or spoken about.",ver_d'oreille,YES
,bn:03162629n,,"earworm, sticky_music, stuck_song_syndrome, last_song_syndrome, ear_bug, involuntary_musical_imagery, ear-worm, song_stuck_in_your_head, music_of_the_mind, repetunitis, brainworm, melodymania, ear_worm, sound_virus, earworms, haunting_melody, music_stuck_in_your_head, ohrwurm, endomusia, stuck_tune_syndrome","An earworm, sometimes referred to as a brainworm, sticky music, stuck song syndrome, or, most commonly after earworms, Involuntary Musical Imagery, is a catchy and/or memorable piece of music or saying that continuously occupies a person's mind even after it is no longer being played or spoken about.",ver_d’oreille,YES
,bn:03162629n,,"earworm, sticky_music, stuck_song_syndrome, last_song_syndrome, ear_bug, involuntary_musical_imagery, ear-worm, song_stuck_in_your_head, music_of_the_mind, repetunitis, brainworm, melodymania, ear_worm, sound_virus, earworms, haunting_melody, music_stuck_in_your_head, ohrwurm, endomusia, stuck_tune_syndrome","An earworm, sometimes referred to as a brainworm, sticky music, stuck song syndrome, or, most commonly after earworms, Involuntary Musical Imagery, is a catchy and/or memorable piece of music or saying that continuously occupies a person's mind even after it is no longer being played or spoken about.",air_entêtant,YES
,bn:03162629n,,"earworm, sticky_music, stuck_song_syndrome, last_song_syndrome, ear_bug, involuntary_musical_imagery, ear-worm, song_stuck_in_your_head, music_of_the_mind, repetunitis, brainworm, melodymania, ear_worm, sound_virus, earworms, haunting_melody, music_stuck_in_your_head, ohrwurm, endomusia, stuck_tune_syndrome","An earworm, sometimes referred to as a brainworm, sticky music, stuck song syndrome, or, most commonly after earworms, Involuntary Musical Imagery, is a catchy and/or memorable piece of music or saying that continuously occupies a person's mind even after it is no longer being played or spoken about.",chanson_entêtante,YES
,bn:03162629n,,"earworm, sticky_music, stuck_song_syndrome, last_song_syndrome, ear_bug, involuntary_musical_imagery, ear-worm, song_stuck_in_your_head, music_of_the_mind, repetunitis, brainworm, melodymania, ear_worm, sound_virus, earworms, haunting_melody, music_stuck_in_your_head, ohrwurm, endomusia, stuck_tune_syndrome","An earworm, sometimes referred to as a brainworm, sticky music, stuck song syndrome, or, most commonly after earworms, Involuntary Musical Imagery, is a catchy and/or memorable piece of music or saying that continuously occupies a person's mind even after it is no longer being played or spoken about.",ver_de_l'épi,YES
,bn:03874865n,,"early_norwegian_black_metal_scene, black_metal_inner_circle, early_norwegian_black_metal, murder_of_euronymous, neseblod_records, helvete",The early Norwegian black metal scene of the 1990s is credited with creating the modern black metal genre and produced some of the most acclaimed and influential artists in extreme metal.,black_metal_norvégien,YES
,bn:03874865n,,"early_norwegian_black_metal_scene, black_metal_inner_circle, early_norwegian_black_metal, murder_of_euronymous, neseblod_records, helvete",The early Norwegian black metal scene of the 1990s is credited with creating the modern black metal genre and produced some of the most acclaimed and influential artists in extreme metal.,scène_au_début_norwegian_black_metal,YES
,bn:03167079n,,"dyad, diad","In music, a dyad is a set of two notes or pitches that, in particular contexts, may imply a chord.",intervalle,YES
,bn:03167079n,,"dyad, diad","In music, a dyad is a set of two notes or pitches that, in particular contexts, may imply a chord.",dyade,YES
,bn:03141505n,,"duxianqin, 独弦琴, duxian_qin, dixianqin, du_xian_qin, dúxiánqín","The duxianqin is a Chinese plucked string instrument with only one string; it is nearly identical to the Vietnamese đàn bầu, from which it likely was derived.",dixianqin,YES
,bn:14664596n,,"duration, musical_duration, rest_duration, note_duration, duration_of_note, duration_of_rest, duration_scale","In music, duration is an amount of time or how long or short a note, phrase, section, or composition lasts.",durée,YES
,bn:03348427n,,"duranguense, el_pasito_de_durango, musica_durangunese, musica_de_durango, música_de_durango, música_durangunese, música_duranguense, pasito_duranguense, musica_duranguense, la_musica_duranguense, durango_music, el_pasito_duranguense",Duranguense is a genre of Regional Mexican music.,pasito_duranguense,YES
,bn:03348427n,,"duranguense, el_pasito_de_durango, musica_durangunese, musica_de_durango, música_de_durango, música_durangunese, música_duranguense, pasito_duranguense, musica_duranguense, la_musica_duranguense, durango_music, el_pasito_duranguense",Duranguense is a genre of Regional Mexican music.,duranguense,YES
,bn:02530374n,,duggi,"The duggi, dugi or dukkar, is an Indian drum, with a kettle drum shape, played with fingers and the palm of the hand.",khurdak,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",duduk,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",doudouk,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",mey,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",balaban,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",dadouk,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",duduki,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",balaman,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",düdük,YES
,bn:03751111n,,"duduk, doudouk, duduki, douduk, dudukist, armenian_flute, list_of_armenian-inspired_soundtracks, doodook","The duduk or tsiranapogh, which means “apricot-made wind instrument”, is an ancient Armenian double reed woodwind instrument made of apricot wood.",doudoug,YES
,bn:03434999n,,dubtronica,Dubtronica is electronic music influenced by dub music.,dubtronica,YES
,bn:02116987n,,drum_solo,A drum solo is an instrumental solo played on a drum kit.,solo_de_batterie,YES
,bn:03221213n,,"drum_machine, drum_synthesiser, rhythm_unit, drum_programming, early_drum_machines, rhythm_machine, electronic_drum_machine, preset_rhythm, drum_machines, drum_computer, drumcomputer, drum_box, drum_machine_programming","A drum machine is an electronic musical instrument that creates percussion sounds, drum beats, and patterns.",boîte_à_rythmes,YES
