wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:02254983n,,"accentus, accentus_ecclesiastici, liturgical_recitative, accentus_ecclesiasticus, concentus, ecclesiastical_accent, ecclesiastic_accent",Accentus is a style of church music that emphasizes spoken word.,accentus,YES,
,bn:00000627n,,"accelerando, halo, nightfall, accelenrando, lobsters, survivor",A gradually increasing tempo of music,accelerando,YES,
,bn:00541416n,,"booing, fishin'_boo, booed","Booing is an act of showing displeasure for someone or something, generally in response to an entertainer, by loudly yelling boo! or making other noises of disparagement, such as hissing.",abucheo,YES,
,bn:00541416n,,"booing, fishin'_boo, booed","Booing is an act of showing displeasure for someone or something, generally in response to an entertainer, by loudly yelling boo! or making other noises of disparagement, such as hissing.",rechifla,YES,
,bn:00541416n,,"booing, fishin'_boo, booed","Booing is an act of showing displeasure for someone or something, generally in response to an entertainer, by loudly yelling boo! or making other noises of disparagement, such as hissing.",abucheos,YES,
,bn:00010608n,,"hiss, raspberry, boo, bird, razz, hoot, bronx_cheer, snort, razzing",A cry or noise made to express displeasure or contempt,abucheo,YES,
,bn:00010608n,,"hiss, raspberry, boo, bird, razz, hoot, bronx_cheer, snort, razzing",A cry or noise made to express displeasure or contempt,pitada,YES,
,bn:00010608n,,"hiss, raspberry, boo, bird, razz, hoot, bronx_cheer, snort, razzing",A cry or noise made to express displeasure or contempt,razz,YES,
,bn:00010608n,,"hiss, raspberry, boo, bird, razz, hoot, bronx_cheer, snort, razzing",A cry or noise made to express displeasure or contempt,bronx_cheer,YES,
,bn:00010608n,,"hiss, raspberry, boo, bird, razz, hoot, bronx_cheer, snort, razzing",A cry or noise made to express displeasure or contempt,razzing,YES,
,bn:00079232n,,"up_bow, up-bow, upbow, 𝆫",An upward stroke from the tip to the heel of the bow,a-bow,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,abertura_acústica,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,boca,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,abertura_acustica,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,aberturas_acústicas,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,boca_de_la_guitarra,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,f-agujero,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,sonido_hueco,YES,
,bn:00072902n,,"sound_hole, f-hole, f_hole, music-holes, sound_port, d-hole, ouïe, c-holes, ff_hole, d-holes, f-shaped_sound_hole, schalloch, sound-hole, soundhole, c-hole, soundport, sound-holes, f-holes, f_holes",A hole in a soundboard (as of a violin) designed to resonate with the tones,boca_de_sonido,YES,
,bn:03651019n,,"aak, a-ak, ah-ak",Aak Korean pronunciation: is a genre of Korean court music.,aak,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",a_capella,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",acapella,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",a_capela,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",a_cappella,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",capella,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",contemporáneo_a_capella,YES,
,bn:01749687n,,"a_cappella, acappella, a-cappela, a-cappella, acappela, a-capella, a-capela, a_cappela, a_capella, acapella, arcapella, capella_music, contemporary_a_cappella, accapella, a'cappella, a'capella, a_cappellas, a_capela, recorded_a_cappella_review_board, in_the_church_style, unaccompanied","A cappella music is group or solo performance without instrumental accompaniment, or a piece intended to be performed in this way.",no_acompañados,YES,
,bn:00214175n,,"2-step_garage, 2step_garage, 2_step_garage, dark_garage, two_step_garage, dark_2-step, dark_2step, new_dark_swing, two-step_garage","2-step garage, or simply 2-step, is a genre of electronic music and a subgenre of UK garage.",2_step,YES,
,bn:00214175n,,"2-step_garage, 2step_garage, 2_step_garage, dark_garage, two_step_garage, dark_2-step, dark_2step, new_dark_swing, two-step_garage","2-step garage, or simply 2-step, is a genre of electronic music and a subgenre of UK garage.",2-step_garage,YES,
,bn:00214175n,,"2-step_garage, 2step_garage, 2_step_garage, dark_garage, two_step_garage, dark_2-step, dark_2step, new_dark_swing, two-step_garage","2-step garage, or simply 2-step, is a genre of electronic music and a subgenre of UK garage.",2-step,YES,
,bn:00214175n,,"2-step_garage, 2step_garage, 2_step_garage, dark_garage, two_step_garage, dark_2-step, dark_2step, new_dark_swing, two-step_garage","2-step garage, or simply 2-step, is a genre of electronic music and a subgenre of UK garage.",2step,YES,
,bn:02937352n,,"19_equal_temperament, 19-tet, 19-tone_equal_temperament, nineteen-tone_equal_temperament, third-comma_meantone, 19tet, 19_tone_equal_temperament, 19-edo","In music, 19 equal temperament, called 19 TET, 19 EDO, or 19 ET, is the tempered scale derived by dividing the octave into 19 equal steps.",19_temperamento_igual,YES,
,bn:00002139n,,"hem, ahem","The utterance of a sound similar to clearing the throat; intended to get attention, express hesitancy, fill a pause, hide embarrassment, warn a friend, etc.",¡ejem,YES,
,bn:00167724n,,"yugoslav_punk_scene, punk_rock_in_yugoslavia, yugoslav_punk, punk_in_yugoslavia, yugoslav_punk_rock, yugoslavia_punk, jugoslovenski_punk, punk_yugoslavia, yu_punk, punk_scene_in_yugoslavia",Punk rock in Yugoslavia was the punk subculture of the former Socialist Federal Republic of Yugoslavia.,,YES,
,bn:00081132n,,whiz,A buzzing or hissing sound as of something traveling rapidly through the air,zumbido,YES,
,bn:00080186n,,voice,A sound suggestive of a vocal utterance,voz,YES,
,bn:03438542n,,vocality,"Vocality or special vocal effects are vocal or vocally inspired devices including guttural effects, interpolated vocality, falsetto, blue notes, Afro-melismas, lyric improvisation, and vocal rhythmization.",,YES,
,bn:00559258n,,"vibrato_system_for_guitar, tremolo_arm, vibrato_systems_for_guitar, tremelo_arm, vibrato_tailpiece, fender_floating_bridge, tremstopper, kaufmann_vibrola, gibson_maestro, kauffman_vibrola, locking_tremolo, maestro_vibrola, wammy_bar, hard_tail, wang_bar, whammy_bar, synchronized_tremolo, vibrola, mustang_trem, whamy_bar, fender_floating_tremolo, vibrato_arm, vibrato_bar, kaufman_vibrato, gibson_vibrola, fender_dynamic_vibrato, tremolo_bar",A vibrato system on a guitar is a mechanical device used to temporarily change the pitch of the strings.,trémolo,YES,
,bn:14946630n,,"verso, versos","The verso is a genre in Iberian organ music, a local variant of the organ mass verset or alternatim.",verso,YES,
,bn:00078688n,,"turnout, turn-in",(ballet) the outward rotation of a dancer's leg from the hip,rotación,YES,
,bn:00078591n,,tune,The property of producing accurately a note of a given pitch,afinar,YES,
,bn:00151229n,,"timeline_of_alternative_rock, alternative_rock_timeline, timeline_of_britpop","Alternative rock is generally understood to have begun in the late 1970s and early 1980s, primarily in the United Kingdom, starting with proto-punk, punk, post-punk, and new wave.",rock_alternativo,YES,
,bn:00077127n,,thunderer,A noisemaker that makes a sound like thunder,matraca,YES,
,bn:00077115n,,thumbhole,The hole in a woodwind that is closed and opened with the thumb,,YES,
,bn:03254157n,,"through-composed, durchkomponiert, through-composed_music, through-composition, through-composed_form, through_composition, additive_form, thru-composed, through_composed, see_throughout","In music theory of musical form, through-composed music is relatively continuous, non-sectional, or non-repetitive music.",,YES,
,bn:02508672n,,"terpodion, uranion, melodion, melodion_friction_instrument",The terpodion or uranion is a keyboard instrument which produces sound using the same friction principle as the glass harmonica.,melodion,YES,
,bn:16456773n,,"tenor_drum, tamburo_rullante, tenor_drums, rolltrommel, tenor_drummer, rührtrommel, quad_toms, wirbeltrommel, caisse_roulante",A tenor drum is a membranophone without a snare.,caja,YES,
,bn:02606525n,,taal,"The taal, manjira, jalra, or gini is a pair of clash cymbals, originating in the Indian subcontinent, which make high-pitched percussion sounds.",taal,YES,
,bn:00355769n,,"sung-through, through-sung, through_sung, sung_through","The adjective or adverb sung-through describes a musical, musical film, opera, or other work of performance art in which songs entirely or almost entirely stand in place of any spoken dialogue.",,YES,
,bn:00795601n,,stutter_edit,"The stutter edit is the rhythmic repetition of small fragments of audio, occurring as the common 16th note repetition, but also as 64th notes and beyond, with layers of digital signal processing operations in a rhythmic fashion based on the overall length of the host tempo.",,YES,
,bn:00074445n,,stopping,The kind of playing that involves pressing the fingers on the strings of a stringed instrument to control the pitch,,YES,
,bn:00074436n,,"stop, organ_stop",(music) a knob on an organ that is pulled to change the sound quality from the organ pipes,registro,YES,
