wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:02803717n,,"guajeo, guajeos","A guajeo is a typical Cuban ostinato melody, most often consisting of arpeggiated chords in syncopated patterns.",guajeo,YES
,bn:03151667n,,"guacharaca, guacharaquero'",Guacharaca is a percussion instrument usually made out of the cane-like trunk of a small palm tree.,guacharaca,YES
,bn:03752559n,,"gstanzl, gestanzel",The Gstanzl is a traditional type of mocking songs particularly known in the Austrian-Bavarian regions.,gstanzl,YES
,bn:14384184n,,"groupie, buckle_bunnies, groupies, groupy, supergroupie, badge_bunny, ski_bunny, snowbunny, buckle_bunny","The term groupie is a slang word that refers to a fan of a particular musical group who follows this band around while they are on tour or who attends as many of their public appearances as possible, with the hope of hope of meeting them.","groupie, groupies",YES
,bn:02563071n,,groove,"In music, groove is the sense of an effect of changing pattern in a propulsive rhythm or sense of ""swing"".",groove,YES
,bn:03293102n,,"grindie, grimecore","Grindie, also known as Grime-indie or Grime Indie, is a form of music that emerged in early 2006.",grindie,YES
,bn:03363847n,,greek_punk,"The Greek punk scene was small but powerful in the Greek capital, Athens, in the 1980s.",punk_grec,YES
,bn:16648281n,,greek_music_in_israel,Greek music in Israel is very popular and Greek musicians often visit Israel while on world tours.,musique_grecque_en_israel,YES
,bn:16711324n,,"grass_dance, grass_dancer, rainbow_crow",The Grass dance or Omaha dance is a style of modern Native American men's pow wow dancing originating in the warrior societies on the Northern Great Plains.,grass_dance,YES
,bn:03548538n,,"graphic_notation, graphical_notation, graph_notation, graphic_score, graphic_scores, graphical_score, hörpartitur, graphical_scores",Graphic notation is the representation of music through the use of visual symbols outside the realm of traditional music notation.,"notation_graphique, partition_graphique",YES
,bn:16240447n,,"grand_opera, grand_opéra","Grand opera is a genre of 19th-century opera generally in four or five acts, characterized by large-scale casts and orchestras, and lavish and spectacular design and stage effects, normally with plots based on or around dramatic historic events.",grand_opéra,YES
,bn:02422749n,,"grand_motet, grands_motets","The grand motet was a genre of motet cultivated at the height of the French baroque, although the term dates from later French usage.","grand_motet, grands_motets",YES
,bn:02154705n,,"granaína, granaina, granainas, granaínas",Granaína is a flamenco style of singing and guitar playing from Granada.,granaína,YES
,bn:15441448n,,"gralla, gralla_catalan_instrument","The gralla, also known as grall de pastor, xaramita o xirimita, is a traditional Catalan double reed instrument in the shawm family classified in the group 422.112 in the Hornbostel-Sachs system.","gralla, graller, grall_de_pastor, gralles, xaramita, xirimites, xaramites, xirimita",YES
,bn:02558538n,,"gothic_metal, goth_metal, extreme_gothic_metal, gothic_doom, goth-metal, gothic_black_metal, gothic_heavy_metal, gothic/doom, gothic-doom",Gothic metal is a fusion genre combining the heaviness of heavy metal with the dark atmospheres of gothic rock.,"métal_gothique, goth_metal, gothic_doom_metal, gothic_métal, gothic_metal",YES
,bn:03100237n,,"goregrind, pathogrind, goregrind_music, hardgore, gorecore, gore-grind",Goregrind is a fusion genre of grindcore and death metal.,goregrind,YES
,bn:03106681n,,"gongche_notation, gongchi_notation, gongchipu, gongchepu, gongche_pu, gongche, gongchi_pu, gongchi","Gongche notation or gongchepu is a traditional musical notation method, once popular in ancient China.","gongchepu, notation_gongche, gongche_notation",YES
,bn:02934011n,,"golden_age_hip_hop, golden_age_of_hip_hop, golden_age_of_hip-hop, golden_era_hip_hop, the_""golden_age""_of_hip_hop, golden_age_of_rap, golden_age_rap, the_golden_age_of_hip-hop, golden_age_hip-hop, the_golden_age_of_hip_hop","Golden age hip hop is a name given to mainstream hip hop music created from the mid-1980s to early-mid 1990s, particularly by artists and musicians originating from the New York metropolitan area.",âge_d'or_du_hip-hop,YES
,bn:03120526n,,"goje, nyanyeru, gonje","The goje is one of the many names for a variety of one or two-stringed fiddles from West Africa, almost exclusively played by ethnic groups inhabiting the Sahel and Sudan sparsely vegetated grassland belts leading to the Sahara.",goje,YES
,bn:03460400n,,"glock-guitar, klockspelsgitarren",A glock-guitar is a percussion instrument in the idiophone instrument family.,,YES
,bn:02348889n,,"glide_step, roll_step, 8:5_step, roll-step, 8_to_5_step, active_knee, roll_stepping","Glide step is a form of movement used by marching bands to minimize upper body movement, enabling musicians to play their instruments and march without air-stream interruptions.",étape_de_descente,YES
,bn:02875939n,,"glass_harmonica, glass_armonica, hydrocrystalophone, armonica, bowl_organ, glass_harmonium, harmonica, diatonic_glass_harmonic, hydrodaktulopsychicharmonica, glass_armonicas, glass_harmonicas, glasharmonika, glass_diatonic_harmonica, ghost_fiddle, glassharmonica","The glass harmonica, also known as the glass armonica, glass harmonium, bowl organ, hydrocrystalophone, or simply the armonica or harmonica, is a type of musical instrument that uses a series of glass bowls or goblets graduated in size to produce musical tones by means of friction.","harmonica_de_verre, armonica_de_verre, glassharmonica, armonica, glass-harmonica",YES
,bn:03099905n,,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.","glam_rock, glam-rock, glamour_rock, rock_décadent, glitter_rock, glamrock, rock_glitter",YES
,bn:02281252n,,"glam_punk, mock_rock, glamcore","Glam punk is a term used retrospectively to describe a short lived trend for bands which produced a form of proto-punk that incorporated elements of glam rock, initially in the early to mid-1970s.","glam_punk, mock_rock",YES
,bn:03599067n,,gibson_les_paul_bass,"The Gibson Les Paul bass is a bass guitar first manufactured by Gibson in 1969, just after the relaunch of the Les Paul guitar in 1968.",basse_gibson_les_paul,YES
,bn:14661071n,,ghost_band,"A ghost band is, in the case of big band jazz, a band that performs under the original name of a deceased leader.",ghost_band,YES
,bn:03425197n,,"ghatam, ghaṭam, pani_mataqa, madga",The ghaṭam is a percussion instrument used in various repertoires across India.,"ghatam, gagrî, ghara, mâkti, nût, dilo, garâ, gatham, kutam",YES
,bn:03850628n,,"german_rock, german_rock_music, rock_music_in_germany","German rock music came into its own only by the late 1960s, but spawned many bands spanning genres such as krautrock, Neue Deutsche Welle, heavy metal, punk, and industrial.",rock_allemand,YES
,bn:03607046n,,"german_punk, deutschpunk, punk_rock_in_germany, german_punk_scene",German punk is punk rock music and punk subculture in Germany since punk music became popular in the 1970s.,punk_allemand,YES
,bn:03326476n,,"german_hip_hop, german_rap, deutschrap, german_hip-hop, german_hiphop",German hip hop refers to hip hop music produced in Germany.,"hip-hop_allemand, rap_allemand",YES
,bn:03342472n,,generative_music,"Generative music is a term popularized by Brian Eno to describe music that is ever-different and changing, and that is created by a system.",musique_générative,YES
,bn:16468417n,,gatra,"A gatra is a unit of melody in Javanese gamelan music, analogous to a measure in Western music.",gatra,YES
,bn:03356124n,,"gated_reverb, gated_snare",Gated reverb or gated ambience is an audio processing technique that combines strong reverb and a noise gate.,réverbération_gate,YES
,bn:03196327n,,"garifuna_music, paranda_music","Garifuna music is an ethnic music and dance with African and Arawak elements, originated by an Afro Indigenous group known as the Garifuna people, pre to their exile to Central America from Saint Vincent And The Grenadines.",musique_garifuna,YES
,bn:14723355n,,"garage_music, garage_house, new_york_house, us_garage, garage_house_music, garage_music_usa, new_york_garage, new_york_garage_music",Garage house is a dance music style that was developed alongside Chicago house music.,"garage_house, us_garage, new_york_house, new_york_garage, new_york_garage_music, house_garage, u.s_garage, garage_music",YES
,bn:03356642n,,gar,Gar music style is a Tibetan form of chanting and dancing.,gar,YES
,bn:03459468n,,"ganzá, ganza","The ganzá is a Brazilian rattle used as a percussion instrument, especially in samba music.","ganzá, ganza",YES
,bn:03340900n,,"gamelan_gong_kebyar, gong_kebyar, tabuh_kreasi, gamelan_kebyar, kebyar, jegogan, tabuh_kreasi_baru",Gamelan gong kebyar is a style or genre of Balinese gamelan music of Indonesia.,"gamelan_gong_kebyar, kebyar",YES
,bn:03481994n,,"gamelan_gong_gede, gong_gede","Gamelan gong gede, meaning ""gamelan with the large gongs"", is a form of the ceremonial gamelan music of Bali, dating from the court society of the fifteenth and sixteenth centuries, associated historically with public ceremonies and special occasions such as temple festivals.",gamelan_gong_gede,YES
,bn:03860922n,,"gamaka, gamak, gamakam","Gamaka, also known as gamak, refer to ornamentation that is used in the performance of North and South Indian classical music.",gamak,YES
,bn:03341899n,,"galop, gallopade, galoppade, galopede, herman_koenig, galopade","In dance, the galop, named after the fastest running gait of a horse, a shortened version of the original term galoppade, is a lively country dance, introduced in the late 1820s to Parisian society by the Duchesse de Berry and popular in Vienna, Berlin and London.",galop,YES
,bn:14037706n,,"galante_music, galant_music, post-baroque, style_galant, rococo","In music, galant refers to the style which was fashionable from the 1720s to the 1770s.",style_galant,YES
,bn:03442063n,,"gagok, kagok",Gagok is a genre of Korean vocal music for mixed female and male voices.,gagok,YES
,bn:03207317n,,"gagaku, japanese_court_music, traditional_japanese_music:_gagaku, japanese_classical_music, court_music_of_japan",Gagaku is a type of Japanese classical music.,gagaku,YES
,bn:03516361n,,gaana,"Gaana is a style of Tamil music, originating in the local regions of Chennai in India.",gaana,YES
,bn:02314763n,,"g_run, g-run, flatt_run","In bluegrass and other music, the G run, or Flatt run, is a stereotypical ending used as a basis for improvisation on the guitar.",G-run,YES
,bn:16687117n,,"fuzz_bass, fuzz-bass, overdriven_bass, bass_overdrive, bass_drive, fuzzbass, overdrive_bass, bass_distortion","Fuzz bass, also called ""bass overdrive"" or ""bass distortion"", is a style of playing the electric bass or modifying its signal that produces a buzzy, distorted, overdriven sound, which the name implies in an onomatopoetic fashion.","basse_fuzz, fuzz_bass",YES
