wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:13545851n,,"Ocharme ik, es e nummer van de gelyknoamige ploate Ocharme ik, de êeste ploate van Flip Kowlier.",,NO
,bn:13568748n,,"Le nuvole de Fabrizio De André, fra i varie cançuin, u cuntegne 'A çimma.",,NO
,bn:13939878n,,"Cet article relate la discographie d'Afrojack, disc jockey et compositeur néerlandais.",,NO
,bn:13966667n,"chinese-language_western-style_opera, western_opera_in_chinese, geju, contemporary_chinese_opera, chinese_contemporary_classical_opera",Chinese contemporary classical opera is a musical art form drawing on western opera traditions - distinct from modern developments of traditional Chinese opera.,,YES
,bn:13997912n,,Optional.empty,,NO
,bn:14039936n,,"Ultimátum a la Tierra es un EP del grupo musical Aviador Dro editado en el año 2004 por el sello ""Subterfuge Records"" bajo la referencia 21333CDSG.",,NO
,bn:14040325n,,"Aviador Dro vs Mystechs - El combate del siglo es un EP del grupo musical Aviador Dro, compartido con la banda de electropunk de Chicago ""Mystechs"".",,NO
,bn:14106013n,"soundmap, sound_map",Sound maps are digital geographical maps that put emphasis on the sonic representation of a specific location.,,YES
,bn:14124703n,"music_composition_and_composers_in_prishtina, music_composition_and_composers_in_pristina",Music composition and composers in Pristina refers to music composition and composers who have left their mark in Pristina.,,YES
,bn:14220667n,progressive_southern_gospel,"Progressive southern gospel music is music that is written to express either personal or a communal belief regarding Christian life, as well as to give a Christian alternative to mainstream secular music.",,YES
,bn:14224597n,,երաժշտական ալբոմ,,NO
,bn:14269254n,,"A kórus 1997 novemberében alakult, és 1999 augusztusáig a dunaújvárosi Széchenyi István Gimnázium Viadana Kamarakórusaként működött.",,NO
,bn:14270152n,,Tormentor on suomalaisen metalliyhtyeen Wizzardin EP-levy.,,NO
,bn:14311121n,argentine_heavy_metal,The Argentine heavy metal is a heavy metal music movement that originated in Argentina in the 1980s.,,YES
,bn:14407705n,"political_music_in_china, political_musics_in_china",Political music in China consists of Patriotic Music and Revolutionary Music.,,YES
,bn:14446213n,"african_american_musical_theater, african-american_musical_theater, black_musical_theater","African-American musical theater relates to the historic musical theater of the African American community, particularly prominent in New York City during the first half of the 20th Century.",,YES
,bn:14490854n,music_of_scotland_in_the_eighteenth_century,"Music of Scotland in the eighteenth century includes all forms of music made in Scotland, by Scottish people, or in forms associated with Scotland, in the eighteenth century.",,YES
,bn:14510369n,"albanian_iso-polyphony, pleqerishte, albanian_folk_iso-polyphony","Albanian iso-polyphony is a traditional part of Albanian folk music and, as such, is included in UNESCO's intangible cultural heritage list.",,YES
,bn:14530632n,"french_electronic_music, french_electro","French electronic music, a panorama of French music that employs electronic musical instruments and electronic music technology in its production.",,YES
,bn:14542786n,,Optional.empty,,NO
,bn:14570576n,,"Medusa è un'opera lirica in tre atti di Bruno Barilli, su libretto di Ottone Schanzer.",,NO
,bn:14614004n,,Kari Peitsamo ja Ankkuli on Kari Peitsamo ja Ankkuli -yhtyeen EP vuodelta 1977.,,NO
,bn:14641265n,"nhạc_đỏ, nhac_do, red_music, vietnamese_red_music","Nhạc đỏ or literally ""Red Music"" is the common name of the revolutionary music genre in Vietnam.",,YES
,bn:14660724n,new_mexico_music,"New Mexico music is a genre of music that originated in the US State of New Mexico, it derives from the Puebloan music in the 13th century, and with the folk music of Hispanos during the 16th to 19th centuries in Santa Fe de Nuevo México.",,YES
,bn:14717490n,"bosnian_and_herzegovinian_hip_hop, bosnian_and_herzegovinan_hip_hop, bosnian_hip-hop, bosnian_hip_hop",Bosnian hip hop is a style of music made in Bosnia and Herzegovina.,,YES
,bn:14720872n,serbian_traditional_music,Негде дубоко у вековима на извору српског народа потекла је и песма.,,YES
,bn:14742766n,"contenance_angloise, the_contenance_angloise","The Contenance angloise, or English manner, is a distinctive style of polyphony developed in fifteenth-century England which uses full, rich harmonies based on the third and sixth.",,YES
,bn:14744236n,,"Napalm on suomalaisen grindcore-yhtye Rotten Soundin EP-levy, joka on julkaistu vuonna 2010.",,NO
,bn:14746516n,,"Fronte del palco è un tour di Vasco Rossi, svoltosi nel 1990 e nel 1991.",,NO
,bn:14771831n,new_chilean_cumbia,The New Chilean Cumbia also known as New Chilean Cumbia Rock is a subgenre of cumbia music that originated in Chile in the early 2000s and that largely surfaced in mainstream media in 2009 and 2010.,,YES
,bn:14818054n,,1960'lı yıllardan günümüze kadar heavy metal ve Hard rock müziğin zaman çizelgesidir.,,NO
,bn:14894367n,"classical_music_in_kosovo, kosovo_philharmonic",Classical music in Kosovo refers to the art music cultivated in Kosovo.,,YES
,bn:14896419n,traditional_music_in_kosovo,Traditional music in Kosovo is rich with rare and unique elements.,,YES
,bn:14910705n,,Juntos es el primer EP en español y el segundo en total del grupo estadounidense Fifth Harmony.,,NO
,bn:15005074n,,Clouds je studiové EP italské progressive rockové skupiny Nosound.,,NO
,bn:15079733n,"russian_romance, russian_art_song, gypsy_art_song, russian_gypsy_song","Russian romance or Russian Gypsy song is a type of sentimental sung poetry with hints of Gypsy influence that was developed in Imperial Russia by such composers as Alexander Alyabyev, Alexander Varlamov, and Alexander Gurilyov.",,YES
,bn:15099242n,,"Due respiri è l'EP di debutto della cantante italiana Chiara, pubblicato l'8 dicembre 2012 dalla Sony Music.",,NO
,bn:15116344n,canadian_heavy_metal,Canadian heavy metal music is a short history.,,YES
,bn:15150496n,,"La vita e la felicità è il primo EP del cantante italiano Michele Bravi, pubblicato il 6 dicembre 2013 dalla Sony Music.",,NO
,bn:15191442n,,"L'Orchestre national de Palestine est un orchestre symphonique créé en 2010 par Suhail Khoury, directeur du Conservatoire national de musique Edward Saïd.",,NO
,bn:15341838n,,Orseolo è un'opera di Ildebrando Pizzetti su libretto proprio.,,NO
,bn:15341968n,african_heavy_metal,"African heavy metal refers to the heavy metal music scene in Africa, particularly in East African countries such as Kenya and Uganda, West African, and Southern African countries including Namibia, Madagascar, Zimbabwe, Angola, Botswana, South Africa, Mozambique, and Zimbabwe.",,YES
,bn:15354280n,"jari_gan, jarigan","Jarigan or is one of the few indigenous music art performances of Bangladesh, West Bengal, Barak Valley and Brahmaputra Valley.",,YES
,bn:15368638n,"scottish_baroque_music, classical_music_in_scotland, scottish_baroque","Classical music in Scotland is all art music in the Western European classical tradition, between its introduction in the eighteenth century until the present day.",,YES
,bn:15377177n,popular_music_of_birmingham,Birmingham's culture of popular music first developed in the mid-1950s.,,YES
,bn:15411006n,,Musta aurinko nousee on suomalaisen doom metal -yhtye Kuolemanlaakson EP-levy.,,NO
,bn:15439430n,,Cagliostro è un'opera di Ildebrando Pizzetti su libretto proprio.,,NO
,bn:15459372n,,Alerte générale est un DVD de Werrason sorti en fin-2004.,,NO
,bn:15460284n,,Sous-sol est un DVD de Werrason & Wenge Musica Maison Mère sorti en 2006.,,NO
,bn:15468595n,russian_liturgical_music,Russian Liturgical Music is the musical tradition of the Russian Orthodox Church.,,YES
,bn:15554085n,,Sarastus on suomalaisen metalliyhtye October Fallsin EP-levy.,,NO
,bn:15577119n,,American band,,NO
,bn:15606268n,,Optional.empty,,NO
,bn:15611368n,,Disfear è il primo EP dei Disfear.,,NO
,bn:15673314n,,Maryna – polski instrument ludowy z grupy chordofonów.,,YES
,bn:15685363n,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,,YES
,bn:15747177n,,"Věta v hudbě představuje část či oddíl rozsáhlejší kompozice, užívaný většinou pro instrumentální skladby typu symfonie.",,YES
,bn:15751854n,,Dal 1963 il gruppo inglese rock dei Rolling Stones ha eseguito centinaia di concerti in tutto il mondo ed è la band che dal vivo ha avuto il maggior numero di spettatori della storia.,,NO
,bn:15865982n,,"Twist y Rock por Los Pekenikes es el 2º EP de Los Pekenikes y fue publicado en 1962, tras un nuevo cambio de músicos.",,BI
,bn:15867592n,,"Madrid es el primer EP de Los Pekenikes y fue publicado en 1961, con un sonido de Rock and Roll, además la mitad de los temas ya son instrumentales, con cierta influencia de The Shadows.",,NO
,bn:15880206n,birmingham_sound,"The Birmingham sound is a subgenre of techno that emerged in Birmingham, England in the early 1990s.",,YES
,bn:15901838n,,"La moda, ossia Gli scompigli domestici è un'opera in due atti di Antonio Salieri, su libretto di Pietro Cipretti.",,NO
,bn:15903114n,,"I tre filosofi è un'opera in due atti di Antonio Salieri, su libretto di Giovanni De Gamerra.",,NO
,bn:15903166n,,"Catilina è un'opera in due atti di Antonio Salieri, su libretto di Giovanni Battista Casti.",,NO
,bn:15903180n,,Il moro és una òpera en dos actes composta per Antonio Salieri sobre un llibret en italià de Giovanni De Gamerra.,,NO
,bn:15928347n,,Composition by Johann Sebastian Bach,,NO
,bn:15991382n,,El Concierto para Piano y Orquesta de Cuerdas en La menor MWV.,,NO
,bn:16017779n,,Harmagedon on suomalaisen black metal -yhtye Azaghalin EP-levy.,,NO
,bn:16024956n,,《hocc²》是香港歌手何韻詩的第二張音樂專輯，於2002年3月11日推出。,,NO
,bn:16046707n,,«El artista» es el primer sencillo de Hidrogenesse editado en México publicado por el sello Vale Vergas en formato vinilo siete pulgadas.,,NO
,bn:16051897n,,"Apuesta es un EP de la banda argentina Cirse, lanzado en noviembre de 2012 de forma independiente.",,NO
,bn:16071666n,,Kleopatra on suomalaisen rockyhtyeet Herra Ylpön & Ihmisten EP-levy.,,NO
,bn:16092603n,,"Sarcolytic on samannimisen yhtyeen EP-levy, joka julkaistiin vuonna 2005 levymerkillä Lacerated Enemy Records.",,NO
,bn:16096906n,,երաժշտական ալբոմ,,NO
,bn:16099729n,,"Il talismano è un'opera in tre atti di Antonio Salieri e Giacomo Rust su libretto di Lorenzo Da Ponte, tratto dalla commedia omonima di Carlo Goldoni.",,NO
,bn:16119670n,,"Linda chica es el moveno EP de Los Pekenikes, en línea con los anteriores: versiones de estrellas del momento junto a canciones propias.",,NO
,bn:16120041n,,"El Tururururú es el décimo EP de Los Pekenikes, enfrentado al éxito de Los Brincos le siguen con el tema con que abre el EP, que no deja de recordar a Flamenco, sin embargo la versión de ""Tengo una muñeca"" es salvaje, garage, igualmente fuerte en ""¿Por qué no me haces caso?, al menos en los instrumentos.",,NO
,bn:16120167n,,La gitana es el undécimo EP de Los Pekenikes que ha sustituido a Pepe Barranco y Pablo Argote por Eddie Guzmán que ha regresado de su aventura con los 4 jets y como al principio es el cantante y batería.,,NO
,bn:16132490n,music_in_early_modern_scotland,Music in early modern Scotland includes all forms of musical production in Scotland between the early sixteenth century and the mid-eighteenth century.,,YES
,bn:16157407n,,Haunting on suomalaisen metalliyhtyeen Domination Blackin EP-levy.,,NO
,bn:16246265n,hungarian_pop,Hungarian pop is the pop music scene of Hungary.,,YES
,bn:16250722n,hungarian_metal,Hungarian metal is the metal music scene of Hungary.,,YES
,bn:16260654n,,"Los Ejes musicales de Colombia son el conjunto de regiones culturales cuyas músicas folclóricas comparten géneros, estilos musicales y formatos de instrumentación.",,YES
,bn:16262976n,,"Los cuatro muleros es el séptimo EP del grupo español Los Pekenikes y su primer gran éxito, gracias al instrumental que le da nombre, basado en un tema popular andaluz tocado en clave de surf.",,NO
,bn:16267257n,,"El Vito es el octavo EP de Los Pekenikes, ya sin Juan Pardo que se va a Los Brincos, sustituido por Pepe Barranco pionero ex-miembro de los Estudiantes, primer grupo de la escena Rock de España y fan de Elvis Presley.",,NO
,bn:16295247n,,"Piercing all'anima è un EP non ufficiale del rapper italiano Jesto, pubblicato in free download nel 2012.",,NO
,bn:16310015n,,Piramida - prototyp pianina.,,YES
,bn:16316357n,,"Camilla, ossia Il sotterraneo è un'opera in tre atti di Ferdinando Paër su libretto di Giuseppe Carpani.",,NO
,bn:16319654n,,Per tutte le volte che... è un ep digitale di Valerio Scanu pubblicato il 16 aprile 2010 dalla EMI.,,NO
,bn:16327685n,,"Un giorno da cani è un EP del gruppo musicale italiano Club Dogo, pubblicato il 12 aprile 2011 dalla Universal Music Group.",,NO
,bn:16471101n,,"Mermelada es el primer EP de la banda de Power pop, Somos Mermelada.",,NO
,bn:16482672n,,"Embrionale è il secondo EP del rapper italiano Ghemon, pubblicato il 23 aprile 2010 ed è scaricabile dal web gratuitamente.",,NO
,bn:16524368n,,"El Tour La Fuerza del Destino es una gira que consistía el regreso a los escenarios del grupo español Mecano, pero por motivos de desacuerdos, Ana Torroja, su vocalista y actualmente solista, decide rendirle un particular homenaje.",,NO
,bn:16544512n,,երաժշտական ալբոմ,,NO
,bn:16576201n,,Sen o Warszawie – minialbum muzyczny Czesława Niemena z 1966 roku.,,NO
,bn:16594133n,,Pittori fiamminghi è un'opera di Antonio Smareglia su libretto di Luigi Illica.,,NO
,bn:16594138n,,Abisso és una òpera en tres actes composta per Antonio Smareglia sobre un llibret en italià de Silvio Benco.,,NO
,bn:16604600n,"afro-soul, afro_soul, afrosoul",Afro-soul is a music genre that is a fusion between soul music and African sound.,,YES
,bn:16612546n,,երաժշտական ալբոմ,,NO
,bn:16619999n,,"Jednobitová hudba je hudba, která je tvořena pouze sekvencí logických nul a logických jedniček.",,YES
,bn:16710172n,,Muziekalbum van Chakuza,,NO
,bn:16739116n,,Água est un ballet de danse contemporaine créé en 2001 par Pina Bausch.,,NO
,bn:16746714n,,VersaEmerge EP é o segundo EP da banda de rock alternativo VersaEmerge e o primeiro com Sierra Kusterbeck como Vocalista.,,NO
,bn:16836635n,,"Le Louvre è il secondo singolo della cantante italiana Diana Est, pubblicato nel 1983.",,NO
,bn:16863575n,,"Anton Bruckner a composé quelque 40 motets au cours de sa vie, le premier un Pange lingua vers 1835, le dernier un Vexilla regis en 1892.",,NO
,bn:16908482n,,"Nudi e crudi è un EP e DVD della band folk rock Marta sui Tubi, pubblicato nell'aprile del 2008.",,NO
,bn:17048547n,bulgarian_wedding_music,"Bulgarian wedding music is a genre of Svatbarska muzika or a ""wedding music"" style that evolved in the late 1960s in Bulgaria.",,YES
,bn:17161334n,,Sogno d'amore n.3 di Franz Liszt è una composizione celeberrima per pianoforte che richiede un medio virtuosismo.,,NO
,bn:17188593n,,Album von Blackthorne,,NO
,bn:17224219n,,"Pár tónů, které přebývají je album skupiny Etc..., které obsahuje záznam komponovaného večera s poezií Václava Hraběte.",,NO
,bn:17228922n,,"20 let v síti je předposlední album české populární skupiny Chinaski, vydané v roce 2013 k příležitosti 20 let od vzniku kapely.",,NO
