wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
,bn:03822513n,,"audio_mixing, live_sound_mixing, foh_engineer, monitor_engineer, front_of_house_engineer, live_sound, mix_tent",Live sound mixing is the blending of multiple sound sources by an audio engineer using a mixing console or software.,YES,,
,bn:03824154n,,"uilleann_pipes, uileann_pipe, uilleann_pipe, irish_bagpipes, uilleann_piping, oileann_pipes, uilleann_piper, uilean_pipe, uillean_pipes, uilleann_bagpipes, uilliann_pipes, uilean_pipes, uileann_pipes, uilleann, union_pipe, irish_organ, uiliann_pipes, union_pipes, illin_pipes",The uilleann pipes are the characteristic national bagpipe of Ireland.,YES,,
,bn:03824873n,,"production_music, library_music, stock_music, royalty_free_music, library_label, royalty-free_music","Production music is recorded music that can be licensed to customers for use in film, television, radio and other media.",YES,,
,bn:03825675n,,"gudi, jiahu_gudi, gudi_flute, jiahu_flutes, jiahu_flute","The Jiahu gǔdí is the oldest known musical instrument from China, dating back to around 7000 BC.",YES,,
,bn:03826338n,,"soundcheck, line_check, sound_check, linecheck, check,_one,_two, line-check","A soundcheck is the preparation that takes place before a concert, speech, or similar performance to adjust the sound on the venue's sound reinforcement system or PA system.",YES,,
,bn:03827959n,,"british_dance_band, british_dance_bands","British dance band is a genre of popular jazz and dance music that developed in British dance halls and hotel ballrooms during the 1920s and 1930s, often called a Golden Age of British music prior to the Second World War.",YES,,
,bn:03832153n,,folktronica,A musical genre combining elements of folk music and electronica.,YES,,
,bn:03832841n,,"santoor, santūr, santoor,_indian","The Indian santoor instrument is a trapezoid-shaped hammered dulcimer, and a variation of the Iranian Santur.",YES,,
,bn:03833026n,,colombian_rock,Colombian Rock is rock music from Colombia.,YES,,
,bn:03833256n,,"cock_rock, cock-rock, cockrock",Cock rock is a genre of rock music that emphasizes a form of male sexuality.,YES,,
,bn:03834078n,,"conductus, conducti","The conductus was a sacred Latin song in the Middle Ages, one whose poetry and music were newly composed.",YES,,
,bn:03835428n,,"kkwaenggwari, kwaengwari, kkwaengwari, kwaenggwari",The kkwaenggwari is a small flat gong used primarily in folk music of Korea.,YES,,
,bn:03836062n,,"oom-pah, umpapa, oompah, oom_pah_pah, oompapa, oom_pah","Oom-pah, Oompah or Umpapa is the rhythmical sound of a deep brass instrument in a band, a form of background ostinato.",YES,,
,bn:03836271n,,"atabaque, atabaques","The atabaque is a tall, wooden, Afro-Brazilian hand drum.",YES,,
,bn:03836388n,,"eclecticism_in_music, eclectic_music, eclecticism, musical_eclecticism","In music, eclecticism is the conscious use of styles alien to the composer's own nature, or from a bygone era.",YES,,
,bn:03836617n,,"pandeiro, pandiero","The pandeiro is a type of hand frame drum popular in Brazil to the point that it has been described as the unofficial instrument of that nation, and is mentioned in the song, ""Aquarela do Brasil"".",YES,,
,bn:03837835n,,katsa,Katsa is a rattle used in Malagasy music.,YES,,
,bn:03840336n,,"american_rock, american_nu_metal, rock_music_in_the_united_states, american_rock_music","American rock has its roots in 1940s and 1950s rock and roll, rhythm and blues, and country music, and also drew on folk music, jazz, blues, and classical music.",YES,,
,bn:03840337n,,"british_rock, british_rock_music, english_rock, rock_music_of_the_united_kingdom, english_rock_music, british_heavy_metal, british_bands, british_metal, britrock, rock_music_in_the_united_kingdom",British rock describes a wide variety of forms of music made in the United Kingdom.,YES,,
,bn:03840907n,,"quartal_and_quintal_harmony, quartal_harmony, fourth_chords, fourth_voicing, quartal_and_quintal, quintal_harmony, fourth_chord, list_of_quartal_pieces, quartal_and_quintal_harmonies, quartal_and_quintal_chord, quartal_chord, quintal_and_quartal_harmony","In music, quartal harmony is the building of harmonic structures built from the intervals of the perfect fourth, the augmented fourth and the diminished fourth.",YES,,
,bn:03843068n,,"silent_guitar, skeleton_guitar, silent_guitars",A silent guitar is a type of guitar with a solid or chambered body that converts the vibration of the strings into electric current using a piezoelectric pickup.,YES,,
,bn:03843378n,,"hymn_tune, hymns_and_hymn_tunes, hymn_setting, hymn_tunes",A hymn tune is the melody of a musical composition to which a hymn text is sung.,YES,,
,bn:03844959n,,"australian_rock, aussie_rock, rock_music_in_australia, australian_rock_'n'_roll, australian_rock_music, australian_rock_‘n’_roll, oz_rock, australian_rock_and_roll","Rock music in Australia, also known as Oz rock, Australian rock and Aussie rock, is rock music from Australia.",YES,,
,bn:03844957n,,"australian_jazz, jazz_in_australia, aussie_jazz",Jazz music has a long history in Australia.,YES,,
,bn:03844954n,,"indigenous_music_of_australia, australian_aboriginal_music, indigenous_australian_music, australian_aborigine_music, kun-borrk, australian_folk_and_indigenous_music, australian_indigenous_music, gunborg, manikay, bunggul, aboriginal_music, kunborrk","Indigenous music of Australia comprises the music of the Aboriginal and Torres Strait Islander peoples of Australia, intersecting with their cultural and ceremonial observances, through the millennia of their individual and collective histories to the present day.",YES,,
,bn:03847465n,,"japanese_idol, bikini_idol, idol_group, idol, aidoru","An idol is a type of entertainer manufactured and marketed for image, attractiveness, and personality in Japanese pop culture.",YES,,
,bn:03847626n,,"electronic_music, history_of_electronic_music, electrosonic, electronic_art_music, electronic_classical_music, elektronische_musik, punktronica, electronic_music_artist, 1970s_electronica, elektronisk_musik, classical_electronic, 1990s_electronica, electronic, electronic_musician, موسيقي_الكترونيك, 1970s_edm, 1990s_electronic_dance_music, 1990s_electronic_music, 1970s_electronic_music, 1990s_edm, 2000s_electronic_music, electronic_music/art_music, musical_performance_system, 1940s_electronic_music, 1950s_electronic_music, 1960s_electronic_music, 1970s_electronic_dance_music, electronic_composition, electro_sonic, dark_electronic",A form of music consisting of sounds produced by oscillating electric currents either controlled from an instrument panel or keyboard or prerecorded on magnetic tape.,YES,,
,bn:03848519n,,"nueva_trova, nuevo_trova","Nueva Trova is a movement in Cuban music that emerged around 1967/68 after the Cuban Revolution of 1959, and the consequent political and social changes.",YES,,
,bn:03849072n,,"sevdalinka, sevdah, sevdalinke",Sevdalinka is a traditional genre of folk music from Bosnia and Herzegovina.,YES,,
,bn:03850628n,,"german_rock, german_rock_music, rock_music_in_germany","German rock music came into its own only by the late 1960s, but spawned many bands spanning genres such as krautrock, Neue Deutsche Welle, heavy metal, punk, and industrial.",YES,,
,bn:03851942n,,"soprano_saxophone, soprano_sax, soprano_saxophonist","The soprano saxophone is a higher-register variety of the saxophone, a woodwind instrument invented in the 1840s.",YES,,
,bn:03852360n,,"motorik, motorik_beat","Motorik is the 4/4 beat often used by, and heavily associated with, krautrock bands.",YES,,
,bn:03852514n,,"rimshot, gock, stick_shot, pingshot, rim-tap, rim_shot, crossstick, rimclick, ping_shot, rimtap, rim-shot, stickshot, cross-stick, ping-shot, rim_tap, cross_stick, stick-shot",A rimshot is a percussion technique used to produce an accented snare drum backbeat.,YES,,
,bn:03854737n,,"son_cubano, son, cuban_son, son_music, sonero",Son cubano is a genre of music and dance that originated in the highlands of eastern Cuba during the late 19th century.,YES,,
,bn:03855548n,,"italian_progressive_rock, italian_wave, italian_symphonic_rock, rock_progressivo_italiano","The Italian progressive rock scene was born in the early 1970s, mostly inspired by the progressive rock movement in Britain, but with certain features of its own that make some sources mention it as a separate musical genre.",YES,,
,bn:03856118n,,"lamellophone, lamellaphone, cricri, frame_lamellophone, lamellophones, comb_lamellophone, comb_idiophone, lamellaphones, quisanche, frame_idiophone, electric_lamellophones, electric_lamellophone, linguaphone, plucked_idiophones, plucked_idiophone, list_of_lamellophones, oopoochawa",A lamellophone,YES,,
,bn:03856130n,,"marímbula, marimbol, calimba, rhumba_box, marimbula, rumba_box",The marímbula is a plucked box musical instrument of the Caribbean.,YES,,
,bn:03857299n,,"reggae_fusion, reggae-pop, reggae_pop, reggae/pop, euro_reggae, trap_dancehall, island-pop, island_pop, pop_reggae, reggaefusion, pop_dancehall, smooth_reggae","Reggae fusion is a genre of reggae that mixes reggae or dancehall with other genres, such as pop, rock, R&B, jazz and drum and bass.",YES,,
,bn:03858714n,,"argentine_tango, tango_argentino, fabian_peralta, estilo_milonguero, miguel_balmaceda, finito_rivera, marta_anton, códigos, canyengue, ezequiel_paludi, luisa_ines, show_tango, argentinian_tango, arrastre, andrea_missé, luisa_inés, rodolfo_cieri, andrea_misse, carlos_rivarola, geraldine_rojas, analia_centurion, stella_missé, lampazo, jose_brahemcha, malena_rodriguez, osvaldo_zotto, stella_misse, el_gallego_salvador, milonguita_lemos, maria_cieri, tango_tradicional, rosa_forte, manolo_salvador, romolo_garcia, luis_grondona, ramon_rivera, confiteria_style, analía_centurión, virulazo, javier_rodriguez, salon_canning, vals, tango_orillero, marita_dispari, liliana_rodriguez, el_turco_brahemcha, gabriel_missé, adrian_griffero, club_glorias_argentinas, club_sin_rumbo, el_negro_celso, gabriel_misse, el_chino_perico, jorge_rodriguez, lampazo_vazquez, milonguita, tete_rusconi, pedro_rusconi, gerardo_portalea, analía_centurion, codigos, tango_de_fantasía, luis_lemos, sebastian_misse, toto_faraldo, tango_con_corte_y_quebrada, salon_tango, roxina_villegas, coca_inés, andrea_reyero, samantha_dispari, tango_apilado, jose_vazquez, tango_canyengue, la_turca_dispari, parada, osvaldo_cartery, sebastian_missé, carlos_perez, coca_ines, salon_el_pial, jorge_dispari, maría_rivarola, andres_laza_moreno, tango_de_fantasia",Argentine tango is a musical genre and accompanying social dance originating at the end of the 19th century in the suburbs of Buenos Aires and Montevideo.,YES,,
,bn:03860922n,,"gamaka, gamak, gamakam","Gamaka, also known as gamak, refer to ornamentation that is used in the performance of North and South Indian classical music.",YES,,
,bn:03861722n,,"maloya, maloya_dousman, maloya_music","Maloya is one of the two major music genres of Réunion, usually sung in Réunion Creole, and traditionally accompanied by percussion and a musical bow.",YES,,
,bn:03863209n,,"norteño, musica_norteña, norteña_music, musica_nortena, nortena, música_norteña, norteño_music, norteno_music, conjunto_norteno, norteña, norteno","Norteño or Norteña, also música norteña, is a genre of Regional Mexican music from Northern Mexico, hence the name.",YES,,
,bn:03863555n,,"automatic_double_tracking, automated_double_tracking, artificial_double_tracking, automatic_double-tracking",Automatic double-tracking or artificial double-tracking is an analogue recording technique designed to enhance the sound of voices or instruments during the mixing process.,YES,,
,bn:03864481n,,"module_file, music_disk, music_scene, umx, mod_music, mod-files, mod-scene, tracker_music_file, module_files, musicdisk, tracker_modules, tracker_music, mod_music_file, music_module, mod-music, module_player, modscene, module_music, mod_scene, tracking_scene, music_disks",Module file is a family of music file formats originating from the MOD file format on Amiga systems used in the late 1980s.,YES,,
