wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:01180383n,"australian_country_music, new_zealander_country_music, australian_country-rock, list_of_australian_country_musicians",Australian country music is a part of the music of Australia.,,YES
,bn:01186496n,"popular_music_in_sweden, swedish_music_export, swedish_music_abroad, swedish_pop_music, swedish_rock, swedish_pop, swedish_rock_music","Swedish popular music, also called Swedish pop music, or just Swedish pop, refers to music that has swept the Swedish mainstream at any given point in recent times.",,YES
,bn:01195200n,xhosa_music,"Xhosa music has long been a major part of the music of South Africa, especially in the field of jazz.",,YES
,bn:01209096n,zulu_music,The Zulu people are a South African ethnic group.,,YES
,bn:01209128n,innu_music,The Innu are among the First Nations of Canada.,,YES
,bn:01232800n,music_in_ancient_india,"Music in ancient India, encompassing the Indian subcontinent, can be reproduced from written works dating to the Indian classical period, such as the Nātya Shastra, and through surviving examples of liturgical music such as the hymns of the Samaveda.",,YES
,bn:01252852n,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",,YES
,bn:01262732n,spanish_opera,Spanish opera is both the art of opera in Spain and opera in the Spanish language.,,YES
,bn:01274130n,"accordion_music_genres, accordion_music, classical_accordion","The accordion is in a wide variety of musical genres, mainly in traditional and popular music.",,YES
,bn:01285198n,kanto,Kanto is a popular genre of Turkish music.,,YES
,bn:01310905n,brindisi,"A brindisi is a song in which a company is exhorted to drink, a drinking song.",,YES
,bn:01313483n,"caribbean_music_in_the_united_kingdom, british_reggae, carribean_music_in_the_united_kingdom, white_reggae, black_british_music, british_school_of_reggae, jamaican_music_in_the_united_kingdom, jamaican_music_in_the_united_kingom",People of African descent from the Caribbean have made significant contributions to British Black music for many generations.,,YES
,bn:01321130n,pagan_rock,Pagan rock is a genre of rock music created by adherents of neopagan traditions.,,YES
,bn:01336960n,"nisiotika, music_of_the_aegean_islands, music_of_the_cyclades, music_of_the_dodecanese_islands","Nisiotika are the songs and dances of Greek islands with a variety of styles, played by ethnic Greeks in Greece, Cyprus, Australia, the United States and elsewhere.",,YES
,bn:01356067n,"celtic_music_in_the_united_states, scottish-american_music, irish-american_music, irish_american_music, scottish_american_music","Irish, Scottish and Welsh music have long been a major part of American music, at least as far back as the 18th century.",,YES
,bn:01361343n,"experimental_hip_hop, experimental_hip-hop, experimental_rap, psychedelic_hip-hop, abstract_hiphop, avant-garde_rap, avanthop, experimental_rap/hip-hop, leftfield_hip_hop, psychedelic_hip_hop, abstract_hip_hop, art_rap, avant-garde_hip_hop, indie_rap, abstract_rap, abstract_hip-hop, left-field_hip_hop, psychedelic_rap",Experimental hip hop is a sub-genre of hip hop that employs structural elements typically considered unconventional in traditional hip hop music.,,YES
,bn:01384463n,creole_music_melodies,Optional.empty,,YES
,bn:01389996n,tokari_geet,Tokari geet is a type of Assamese folk song sung playing a Tokari.,,YES
,bn:01393148n,jazz_education,Each style and era of jazz adopted new techniques to help educate younger musicians.,,YES
,bn:01393753n,"phleng_phuea_chiwit, songs_for_life, pleng_phua_cheewit, song_for_life, phleng_pheua_chiwit",Phleng phuea chiwit,,YES
,bn:01397214n,"nu_gaze, nu-gaze, post-shoegaze, new_wave_of_shoegaze, newgaze, nugazing, post_shoegaze, new_gaze, new_wave_of_shoegazing, nugaze, nu_gazing, shoetronica",Nu gaze refers to a form of alternative rock that originated in the 2000s that is directly influenced by the primarily British shoegaze scene of the late 1980s and early 1990s.,,YES
,bn:01401510n,"music_at_sporting_events, music_in_football","The use of music at sporting events is a practice that is thousands of years old, but has recently had a resurgence as a noted phenomenon.",,YES
,bn:01422372n,"punto_guajiro, punto_cubano","Punto guajiro or punto cubano – or simply punto – is a sung genre of Cuban music, a poetic art with music.",,YES
,bn:01437073n,"minneapolis_hardcore, list_of_minneapolis_hardcore_bands",Minneapolis hardcore is a form of hardcore punk that has evolved since the mid-1970s.,,YES
,bn:01451326n,"music_and_artificial_intelligence, artificial_intelligence_and_music","Research in artificial intelligence is known to have impacted medical diagnosis, stock trading, robot control, and several other fields.",,YES
,bn:01459160n,"qupai, 曲牌, qu_pai",A qupai is the generic term for a fixed melody used in traditional Chinese music.,,YES
,bn:01467060n,"folk_baroque, chamber_folk, baroque_guitar","Folk baroque or baroque guitar, and also sometimes called chamber folk, is a distinctive and influential guitar fingerstyle developed in Britain in the 1960s, which combined elements of American folk, blues, jazz and ragtime with British traditional music to produce a new and elaborate form of accompaniment.",,YES
,bn:01492115n,"early_music_of_the_british_isles, british_renaissance_music, english_medieval_music, tudor_music, english_early_music, traditional_music_of_the_united_kingdom, early_music_of_britain, british_early_music, british_medieval_music, english_renaissance_music","Early music of the British Isles, from the earliest recorded times until the beginnings of the Baroque in the 17th century, was a diverse and rich culture, including sacred and secular music and ranging from the popular to the elite.",,YES
,bn:01523723n,bobre,"The bobre is a musical bow traditional in Mauritius and Réunion, particularly the traditional genres, sega and maloya.",,YES
,bn:01531420n,"kuaiban, kuai_ban",Kuaiban is a form of oral storytelling performance that is popular in northern China.,,YES
,bn:01533149n,"township_music, township_jazz","Township music is any of various music genres created by Bantu peoples living in poor, racially segregated urban areas of South Africa during the 20th century.",,YES
,bn:01548039n,"hindi_dance_music, hindi_dance_songs, item_boy, hindi_style_dance_songs, bollywood_cabaret_song, bollywood_dance",Hindi dance music encompasses a wide range of songs predominantly featured in the Bollywood film industry with a growing worldwide attraction.,,YES
,bn:01560841n,tololoche,The tololoche is a traditional musical instrument from southern Mexico.,,YES
,bn:01562450n,"australian_folk_music, australian_folk_songs",Australian folk music is the traditional music from the large variety of immigrant cultures and those of the original Australian inhabitants.,,YES
,bn:01590640n,"areíto, areyto, areíto_/_areyto, areito",The areíto or areyto was a Taíno language word adopted by the Spanish colonizers to describe a type of religious song and dance performed by the Taíno people of the Caribbean.,,YES
,bn:01606538n,"japanese_hardcore, japanese_hardcore_punk, japcore","Japanese hardcore is the hardcore punk scene in Japan, which originated to protest the social and economic changes sweeping the country in the 1980s.",,YES
,bn:01616133n,"canadian_punk_rock, toronto_punk_rock","The first punk rock bands in Canada emerged during the late 1970s, in the wake of the US bands Ramones, The New York Dolls, and Blondie, and the UK band Sex Pistols.",,YES
,bn:01621718n,ca_din_tulnic,Ca din tulnic is a unique type of doina in which the melody resembles a type of Alpenhorn called the tulnic.,,YES
,bn:01626342n,"pinoy_pop, opm_pop, p-pop, k-pop, filipino_pop","Pinoy pop, also known as Philippine pop, Filipino pop or P-pop, refers to a popular contemporary music in the Philippines originating from the OPM genre.",,YES
,bn:01632721n,gato,The gato is a style of Argentine music and the associated dance.,,YES
,bn:01640398n,bocet,Bocet is a form of Romanian folk music.,,YES
,bn:01640491n,latin_metal,"Latin metal is a subgenre of heavy metal music with Latin origins, influences, and instrumentation, such as Spanish vocals, Latin percussion and rhythm such as Salsa rhythm.",,YES
,bn:01643007n,ancient_celtic_music,"Deductions about the music of the ancient Celts of the La Tène period rely primarily on Greek and Roman sources, as well as on archaeological finds and interpretations including the reconstruction of the Celts' ancient instruments.",,YES
,bn:01659978n,"british_soul, british_contemporary_r&b, british_soul_music, brit_soul, british_soul_invasion","British soul, Brit soul, or the British soul invasion, is soul music performed by British artists.",,YES
,bn:01704162n,jewish_prayer_modes,Jewish liturgical music is characterized by a set of musical modes.,,YES
,bn:01712953n,ver,"Ver or Voviyo are songs sung during the pre-marriage ceremony known as Ros in Goa, India.",,YES
,bn:01712963n,ovi,"Ovi are wedding songs in Goa, India, sung during the pre-marriage ceremony known as Chuddo and Sado ceremony during which the red dress sado is stitched by a tailor.",,YES
,bn:01712988n,fell,"Fell is a music genre performed by Goan Catholic men and women during the Goa Carnival before the Lent in Goa, India.",,YES
,bn:01720385n,canadian_music_genres,Canadian music genres identifies musical sounds as belonging to a particular category and type of music that can be distinguished from other types of music made by Canadians.,,YES
,bn:01720400n,music_of_canadian_cultures,Music of Canadian Cultures is a wide and diverse accumulation of music from many different individual communities all across Canada.,,YES
,bn:01740157n,"historical_classical_music_recordings, historical_classical_music_recording","Historical classical music recordings are generally classical music recordings made prior to the stereo era of vinyl disc recording, which began around 1957.",,YES
,bn:01756037n,"history_of_music_in_the_biblical_period, music_of_the_canaanites, biblical_music, history_of_music_of_the_bible, music_as_a_divine_art, music_in_the_bible, music_of_the_bible, bible_music",Knowledge of the biblical period is mostly from literary references in the Bible and post-biblical sources.,,YES
,bn:01762444n,"titular_line, title_drop, title_line","The titular line is a line in a film, book or song which includes the name of the film, book or song.",,YES
,bn:01773303n,"rock_music_in_albania, albanian_rock","Albanian rock describes music in Albania, Kosovo, North Macedonia and other Albanian-inhabited areas closely related to western rock.",,YES
,bn:01796625n,"gypsy_style, gipsy_style, finnish_gypsy_songs","The term gypsy style refers to the typical way East European music is played in coffeehouses and restaurants, at parties, and sometimes on-stage, in European cities.",,YES
,bn:01807271n,"drop, bass_drop, beat_drop","A drop or beat drop in music, made popular by electronic dance music styles, is a point in a music track where a sudden change of rhythm or bass line occurs, which is preceded by a build-up section and break.",,YES
,bn:01808165n,"music_of_kenya, kenyan_music, kenyan_musicians, kenyan_traditional_music, hotel_pop, mashindano_ni_matezo","The music of Kenya is very diverse, with multiple types of folk music based on the variety over 40 regional languages.",,YES
,bn:01813357n,"21st-century_classical_music, 21st_century_classical_music","21st-century classical music is art music, in the contemporary classical tradition, that has been produced since the year 2000.",,YES
,bn:01815701n,"alternative_reggaeton, alt_reggaeton, alternative-reggaeton","Alternative reggaeton is a subgenre of reggaeton that emerged from the hip hop movement as a reaction to its repetitive and monotone dembow rhythm, and the predominant stereotypical gangsta content that became predictable.",,YES
