wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,platenlabel,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,sublabel,YES,,,
wn:08478261n,bn:00066581n,n,record_company,a company that makes and sells musical recordings,platenmaatschappijen,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,hoes,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,platenhoes,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,cd-hoes,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,albumhoes,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,cd-hoesje,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,cassettedoosje,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,album_artwork,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,record_sleeve,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,album_cover,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,album_covers,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,album_art,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,opnemen_deksel,YES,,,
wn:04064747n,bn:00066582n,n,"record_sleeve, record_cover",a sleeve for storing a phonograph record,albumhoezen,YES,,,
wn:10512109n,bn:00066586n,n,recorder_player,someone who plays the recorder,blokfluitist,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,opnamestudio,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,muziekstudio,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,geluidsstudio,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,studio,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,geluidsopnamestudio,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,opnamestudio's,YES,,,
wn:04064107n,bn:00066590n,n,recording_studio,studio where tapes and records are recorded,radiostudio,YES,,,
wn:04064213n,bn:00066591n,n,recording_system,audio system for recoding sound,opnamesysteem,YES,,,
wn:08217865n,bn:00066761n,n,reed_section,the section of a band or orchestra that plays reed instruments,riet_sectie,YES,,,
wn:07056680n,bn:00066767n,n,reel,music composed for dancing a reel,spoel,YES,,,
wn:00540211n,bn:00066769n,n,"reel, Scottish_reel",a lively dance of Scottish Highlanders; marked by circular moves and gliding steps,reel,YES,,,
wn:00540211n,bn:00066769n,n,"reel, Scottish_reel",a lively dance of Scottish Highlanders; marked by circular moves and gliding steps,haspel,YES,,,
wn:00540211n,bn:00066769n,n,"reel, Scottish_reel",a lively dance of Scottish Highlanders; marked by circular moves and gliding steps,schotse_haspel,YES,,,
wn:07066285n,bn:00066875n,n,reggae,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar,reggae,YES,,,
wn:07066285n,bn:00066875n,n,reggae,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar,reggea,YES,,,
wn:07066285n,bn:00066875n,n,reggae,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar,raggae,YES,,,
wn:07066285n,bn:00066875n,n,reggae,popular music originating in the West Indies; repetitive bass riffs and regular chords played on the off beat by a guitar,reggae_muziek,YES,,,
wn:05126849n,bn:00066891n,n,register,(music) the timbre that is characteristic of a certain range and manner of production of the human voice or of different pipe organ stops or of different musical instruments,register,YES,,,
wn:07027651n,bn:00066951n,n,"reharmonization, reharmonisation",a piece of music whose original harmony has been revised,reharmonisation,YES,,,
wn:07027651n,bn:00066951n,n,"reharmonization, reharmonisation",a piece of music whose original harmony has been revised,reharmonization,YES,,,
wn:04073208n,bn:00067023n,n,release,merchandise issued for sale or public showing (especially a record or film),release,YES,,,
wn:04073208n,bn:00067023n,n,release,merchandise issued for sale or public showing (especially a record or film),uitgave,YES,,,
wn:04073208n,bn:00067023n,n,release,merchandise issued for sale or public showing (especially a record or film),publicatie,YES,,,
wn:04073208n,bn:00067023n,n,release,merchandise issued for sale or public showing (especially a record or film),muziek_release,YES,,,
wn:07035420n,bn:00067052n,n,religious_song,religious music for singing,religieus_lied,YES,,,
wn:01019901n,bn:00067176n,n,"reproduction, replication",the act of making copies,vermenigvuldiging,YES,,,
wn:07391516n,bn:00067182n,n,report,a sharp explosive sound (especially the sound of a gun firing),rapport,YES,,,
wn:04077430n,bn:00067213n,n,reproducer,an audio system that can reproduce and amplify signals to produce sound,reproducent,YES,,,
wn:07028221n,bn:00067343n,n,resolution,(music) a dissonant chord is followed by a consonant chord,resolutie,YES,,,
wn:04988258n,bn:00067347n,n,resonance,the quality imparted to voiced speech sounds by the action of the resonating chambers of the throat and mouth and nasal cavities,resonantie,YES,,,
wn:06865177n,bn:00067374n,n,rest,a musical notation indicating a silence of a specified duration,rust,YES,,,
wn:06865177n,bn:00067374n,n,rest,a musical notation indicating a silence of a specified duration,kalmte,YES,,,
wn:06865177n,bn:00067374n,n,rest,a musical notation indicating a silence of a specified duration,rustteken,YES,,,
wn:07056764n,bn:00067670n,n,"rumba, rhumba",syncopated music in duple time for dancing the rumba,rumba,YES,,,
wn:10528816n,bn:00067685n,n,rhythm_and_blues_musician,a performer (and sometimes composer) of rhythm and blues music,rhythm_and_blues_muzikant,YES,,,
wn:07045788n,bn:00067782n,n,riff,a jazz ostinato; usually provides a background for a solo improvisation,riff,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock_n_roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock-'n-roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rockmuziek,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rockmuzikant,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock_and_roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock-and-roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock_muziek,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock'n'roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,gitaarrock,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock-n-roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock_'n'_roll,YES,,,
wn:07064715n,bn:00068049n,n,"rock_'n'_roll, rock'n'roll, rock-and-roll, rock_and_roll, rock, rock_music",a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western,rock__roll,YES,,,
wn:10535881n,bn:00068050n,n,"rocker, rock_'n'_roll_musician",a performer or composer or fan of rock music,rock_'n'_roll_muzikant,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,rockband,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,rockgroep,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,ploeg,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,bar_band,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,instrumentaal_ensemble,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,muziek_ensemble,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,muziekgroep,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,muzikale_band,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,solo-project,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,rock_band,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,pop_rock_band,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,groep,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,muzikaal_ensemble,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,rock_bands,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,pop_band,YES,,,
wn:08250501n,bn:00068051n,n,"rock_group, rock_band",a band of musicians who play rock'n'roll music,solo-artiest,YES,,,
wn:06892979n,bn:00068058n,n,rock_concert,a performance of rock music,rockconcert,YES,,,
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,rock_opera,YES,,,
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,rockopera,YES,,,
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,rockmusical,YES,,,
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,rock_musical,YES,,,
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,metal_opera,YES,,,
wn:06592281n,bn:00068067n,n,rock_opera,albums of rock music that aspired to the status of art; first appeared in the 1960s,rock_opera's,YES,,,
wn:10536416n,bn:00068075n,n,rock_star,a famous singer of rock music,rock_star,YES,,,
wn:07064537n,bn:00068078n,n,rockabilly,a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat,rockabilly,YES,,,
wn:07064537n,bn:00068078n,n,rockabilly,a fusion of black music and country music that was popular in the 1950s; sometimes described as blues with a country beat,rockabilly_muziek,YES,,,
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,rondo,YES,,,
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,rondeau,YES,,,
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,rondeel,YES,,,
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,rondelen,YES,,,
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,rondovorm,YES,,,
wn:07053089n,bn:00068381n,n,"round, troll",a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time,round,YES,,,
