wn_synset,bn:id,pos,lemmata EN,definition,lemmata DE,is it related to music
wn:11293805n,bn:00068122n,n,"Sessions, Roger_Sessions, Roger_Huntington_Sessions",United States composer who promoted 20th century music (1896-1985),"roger_sessions, roger_huntington_sessions, sessions",NO
wn:06380879n,bn:00068217n,n,"rondeau, rondel",a French verse form of 10 or 13 lines running on two rhymes; the opening phrase is repeated as the refrain of the second and third stanzas,"rondeau, rondel, rondeau_parfait, ringelgedicht, rondeau_redoublé, rondel_prime, rentrement, rundreim, rondel_supreme, rondeaux, rondell",NO
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,"rondo, ritornellform, kettenrondo, rondino, rondoform, rondeau, bogenrondo, sonatenrondo, rondo-form",YES
wn:11216100n,bn:00059280n,n,"Orbison, Roy_Orbison",United States composer and rockabilly tenor popular in the 1950s (1936-1988),"roy_orbison, roy_kelton_orbison, orbison",NO
wn:15265423n,bn:00068456n,n,rubato,a flexible tempo; not strictly on the beat,"rubato, rubando, rubamento_di_tempo, tempo_rubato",YES
wn:09830629n,bn:00007806n,n,"backpacker, packer",a hiker who wears a backpack,"rucksackreisender, backpacker, rucksacktourist, wanderer",NO
wn:13284784n,bn:00049071n,n,kickback,a commercial bribe paid by a seller to a purchasing agent in order to induce the agent to enter into the transaction,rückschlag,NO
wn:02771004n,bn:00007821n,n,"backspace_key, backspace, backspacer",the typewriter key used for back spacing,"rücktaste, backspace, rückschritttaste, rücklöschtaste, bksp, ␈, ^h, ⌫, b, \b, /b, ^w, backspacer",NO
wn:11293334n,bn:00068500n,n,"Serkin, Rudolf_Serkin",United States concert pianist (born in Czechoslovakia) (1903-1991),"rudolf_serkin, serkin",NO
wn:07056764n,bn:00067670n,n,"rumba, rhumba",syncopated music in duple time for dancing the rumba,rumba,YES
wn:07392483n,bn:00041998n,n,"rumble, rumbling, grumble, grumbling",a loud low dull continuous noise,"rumpeln, grollen, poltern",YES
wn:07056895n,bn:00069055n,n,samba,music composed for dancing the samba,"samba, batucada, pagode, samba_canção, samba-musik",YES
wn:10834439n,bn:00008533n,n,"Barber, Samuel_Barber",United States composer (1910-1981),"samuel_barber, samuel_osborne_barber",NO
wn:10624310n,bn:00072803n,n,songster,a person who sings,sänger,YES
wn:10599806n,bn:00071731n,n,"singer, vocalist, vocalizer, vocaliser",a person who sings,"sänger, vokalist, sängerin, vokalistin",YES
wn:09919690n,bn:00018670n,n,choirboy,a boy who sings in a choir,sängerknabe,YES
wn:11361423n,bn:00069252n,n,"Vaughan, Sarah_Vaughan",United States jazz singer noted for her complex bebop phrasing and scat singing (1924-1990),"sarah_vaughan, sarah_vaughn, sarah_lois_vaughan, vaughan",NO
wn:07046339n,bn:00056157n,n,movement,a major self-contained part of a symphony or sonata,"satz, satzbezeichnung, satzfolge, bewegung",YES
wn:10554243n,bn:00069434n,n,"saxophonist, saxist",a musician who plays the saxophone,"saxophonist, saxophonistin, saxist",YES
wn:00547244n,bn:00069530n,n,"scat, scat_singing",singing jazz; the singer substitutes nonsense syllables for the words of the song and tries to sound like a musical instrument,"scat-gesang, scat, scat-singing, scatting",YES
wn:03924069n,bn:00027454n,n,"phonograph_record, phonograph_recording, record, disk, disc, platter",sound recording consisting of a disk with a continuous groove; used to reproduce music by rotating while a phonograph needle tracks in the groove,"schallplatte, schallplatten, vinyl, 12"", langspielplatte, akustischen_aufnahme, vinyl-single, 78_rpm_record, vinyl-album, 7_vinyl, 78rpm, 78_rpm, 7-zoll-single, vinyl-schallplatte, 78s, 45rpm, 7_single, scheibe, 45_datensatz, phonographen-aufnahme",YES
wn:04186624n,bn:00070944n,n,shawm,a medieval oboe,schalmei,YES
wn:04990021n,bn:00071348n,n,"shrillness, stridence, stridency",having the timbre of a loud high-pitched sound,"schärfe, stridence",YES
wn:07046917n,bn:00069583n,n,scherzo,a fast movement (usually in triple time),"scherzo, badinerie, badenerie, badinage",YES
wn:00546738n,bn:00023495n,n,"lullaby, cradlesong",the act of singing a quiet song to lull a child to sleep,"schlaflied, wiegenlied",YES
wn:03715669n,bn:00042732n,n,"mallet, hammer","a light drumstick with a rounded head that is used to strike such percussion instruments as chimes, kettledrums, marimbas, glockenspiels, etc.","schlägel, schlegel, percussion_mallet",YES
wn:01726879v,bn:00083265v,v,beat,produce a rhythm by striking repeatedly,schlagen,YES
wn:10415037n,bn:00061532n,n,percussionist,a musician who plays percussion instruments,"schlagzeuger, schlagzeugerin",YES
wn:10036929n,bn:00028909n,n,drummer,someone who plays a drum,"schlagzeuger, schlagzeugerin, trommler, drummerin, trommlerin, drummer",YES
wn:06572857n,bn:00051985n,n,loop,a computer program that performs a series of instructions repeatedly until some specified condition is satisfied,"schleife, drum-loops, musik-schleife, drum-loop",NEW SYNSET
wn:00210797n,bn:00019920n,n,"finale, close, closing_curtain, finis",the concluding part of any performance,schließen_vorhang,YES
wn:02191773n,bn:00011448n,n,"blowfly, blow_fly",large usually hairy metallic blue or green fly; lays eggs in carrion or dung or wounds,"schmeißfliege, aasfliege, blowfly, schmeißfliegen",NO
wn:04983848n,bn:00054256n,n,"melodiousness, tunefulness",the property of having a melody,"schmelz, melodik",YES
wn:10557404n,bn:00069607n,n,"schmuck, shmuck, schmo, shmo",(Yiddish) a jerk,"schmuck, shmo, bekloppte, shmuck",NO
wn:14498096n,bn:00027387n,n,"dirt, filth, grime, soil, stain, grease, grunge",the state of being covered with unclean things,"schmutz, grunge, ruß, grunge_rock, grunge_musik",NO
wn:00419289a,bn:00101429a,a,"dirty, soiled, unclean",soiled or likely to soil with dirt or grime,"schmutzig, dreckig, unsauber, verdreckt, unrein, verschmutzte, schmutzigen",YES
wn:07394478n,bn:00072445n,n,snore,the rattling noise produced when snoring,schnarchen,NO
wn:07057095n,bn:00069651n,n,schottische,music performed for dancing the schottische,"schottisch, schottische",YES
wn:03334492n,bn:00034347n,n,fife,a small high-pitched flute similar to a piccolo; has a shrill tone and is used chiefly to accompany drums in a marching band,"schwegel, pfeife, schwegelpfeife",YES
wn:13284442n,bn:00045292n,n,hush_money,a bribe paid to someone to insure that something is kept secret,schweigegeld,NO
wn:11091374n,bn:00048411n,n,"Joplin, Scott_Joplin",United States composer who was the first creator of ragtime to write down his compositions (1868-1917),scott_joplin,NO
wn:07393161n,bn:00069842n,n,"screech, screeching, shriek, shrieking, scream, screaming",a high-pitched noise resembling a human cry,"screaming, schreien",YES
wn:07031401n,bn:00070157n,n,secondo,the second or lower part of a duet (especially a piano duet),secondo,YES
wn:11219502n,bn:00060039n,n,"Ozawa, Seiji_Ozawa",United States conductor (born in Japan in 1935),"seiji_ozawa, seiji_osawa, ozawa_seiji, ozawa",NO
wn:05865454n,bn:00009262n,n,"be-all_and_end-all, be_all_and_end_all",the essential factor; the all-important element; the supreme aim,"sein_ein_und_alles, a_und_end-all",NO
wn:10070711n,bn:00032233n,n,"exhibitionist, show-off",someone who deliberately behaves in such a way as to attract attention,"selbstdarsteller, poseur, angeber",NO
wn:10673669n,bn:00034007n,n,"suicide, felo-de-se",a person who kills himself intentionally,"selbstmörder, selbstmörderin, suizidentin, suizident, felo_de_se",NO
wn:03968728n,bn:00063080n,n,"plumb_bob, plumb, plummet",the metal bob of a plumb line,"senklot, lot, richtblei, schnurlot, senkblei, lotsensor, lotschnur, bleilot, optisches_lot, lotlinie",NO
wn:07294699n,bn:00070572n,n,sequella,a secondary consequence,sequella,NO
wn:07342383n,bn:00070576n,n,sequence,several repetitions of a melodic phrase in different keys,"sequenz, quartfallsequenz, quintschrittsequenz, quintfallsequenz, quartstiegsequenz, quintstiegsequenz, dominantkette, quintenfall",YES
wn:11109970n,bn:00049448n,n,"Koussevitzky, Serge_Koussevitzky, Sergei_Aleksandrovich_Koussevitzky",United States conductor (born in Russia) who was noted for performing the works of contemporary composers (1874-1951),"serge_koussevitzky, sergei_alexandrowitsch_kussewizki, sergei_alexandrowitsch_kussewitzki, sergei_kussewitzki, serge_kussewitzky, kussewizki, serge_alexandrovich_koussevitzky, sergei_alexandrowitsch_koussevitzky, koussevitzky",NO
wn:10933449n,bn:00026803n,n,"Diaghilev, Sergei_Diaghilev, Sergei_Pavlovich_Diaghilev",Russian ballet impresario who founded the Russian ballet and later introduced it to the West (1872-1929),"sergei_diaghilew, sergei_pawlowitsch_djagilew, sergej_diaghilew, sergej_pawlowitsch_djagilew, sergei_diaghilev, sergei_pawlowitsch_diaghilew, sergej_djagilew, serge_diaghilev, diaghilev, serge_diaghilew, sergej_pawlowitsch_diaghilew, sergei_djagilew, sergei_pavlovič_diaghilev, sergej_djaghilew, djagilev, djagilew, diaghilew, sergei_pavlovich_diaghilev",NO
wn:11247002n,bn:00064678n,n,"Prokofiev, Sergei_Sergeyevich_Prokofiev",Russian composer of ballets and symphonies and operas (1891-1953),"sergei_sergejewitsch_prokofjew, prokofiev, sergei_prokofjew, prokofjeff, prokowjew, serge_prokofiev, prokofiew, serge_prokofieff, prokofjew, sergej_sergejewitsch_prokofjew, sergei_prokofiev, sergei_prokofiew, sergej_prokofjev, sergej_prokofjew, sergej_prokofieff, sergej_prokofjeff",NO
wn:11251531n,bn:00065821n,n,"Rachmaninoff, Sergei_Rachmaninoff, Sergei_Vasilievich_Rachmaninoff, Rachmaninov, Sergei_Rachmaninov, Sergei_Vasilievich_Rachmaninov",composer and piano virtuoso born in Russia (1873-1943),"sergei_wassiljewitsch_rachmaninow, rachmaninoff, sergei_rachmaninoff, sergei_rachmaninov, rachmaninov, sergej_rachmaninoff, sergej_rachmaninow, sergey_rachmaninov, sergei_rachmaninow, sergej_wassiljewitsch_rachmaninow, sergei_vasilievich_rachmaninoff, сергей_васильевич_рахманинов, rachmaninow",NO
wn:07057196n,bn:00070601n,n,"serialism, serial_music",20th century music that uses a definite order of notes as a thematic basis for a musical composition,"serialismus, serielle_musik, seriellen_musik, serielle_komposition",YES
wn:08247816n,bn:00070692n,n,"sextet, sextette, sestet",six performers or singers who perform together,sextett,YES
wn:04132603n,bn:00069066n,n,"samisen, shamisen",a Japanese stringed instrument resembling a banjo with a long neck and three strings and a fretted fingerboard and a rectangular soundbox; played with a plectrum,"shamisen, schamisen, samisen, shamise, naniwa-bushi, naniwabushi",YES
wn:07050042n,bn:00017701n,n,"chantey, chanty, sea_chantey, shanty",a rhythmical work song originally sung by sailors,"shanty, seemannslied, shanty-chor, shantychor, shanties, matrosenlied, shantys, meer_chantey, seemannslieder",YES
wn:11300465n,bn:00070996n,n,"Silverstein, Shel_Silverstein, Shelby_Silverstein",United States poet and cartoonist remembered for his stories and poems for children (1932-1999),"shel_silverstein, sheldon_allan_silverstein, silverstein, shelby_silverstein",NO
wn:07393589n,bn:00071346n,n,shrilling,a continuing shrill noise,shrilling,YES
wn:09501737n,bn:00071490n,n,Siegfried,(German mythology) mythical German warrior hero of the Nibelungenlied who takes possession of the accursed treasure of the Nibelungs by slaying the dragon that guards it and awakens Brynhild and is eventually killed; Sigurd is the Norse counterpart,siegfried,NO
wn:11269367n,bn:00068209n,n,"Romberg, Sigmund_Romberg",United States composer (born in Hungary) who composed operettas (1887-1951),"sigmund_romberg, siegmund_rosenberg, romberg",NO
wn:15250580n,bn:00071641n,n,silver_jubilee,an anniversary celebrating the passage of 25 years,silbernes_jubiläum,NO
wn:07044760n,bn:00075673n,n,"symphony, symphonic_music",a long and complex sonata for symphony orchestra,"sinfonie, symphonie, synphonie, sinfonien, symphonische_musik",YES
wn:01255648n,bn:00071727n,n,"singalong, singsong",informal group singing of popular songs,"singalong, sing-a-long",YES
wn:01254685n,bn:00017702n,n,"intonation, chanting",the act of singing in a monotonous tone,singen,YES
wn:01731031v,bn:00093757v,v,sing,deliver by singing,singen,YES
wn:04140064n,bn:00069408n,n,saw,hand tool having a toothed blade for cutting,"singende_säge, säge",NO
wn:07031534n,bn:00080194n,n,voice_part,a part written for a singer,singstimme,YES
wn:10603851n,bn:00071855n,n,sitar_player,a musician who plays the sitar,sitar-spieler,YES
wn:05128096n,bn:00037233n,n,gamut,"a complete extent or range: ""a face that expressed a gamut of emotions""","skala, palette",NO
wn:07066459n,bn:00071962n,n,skiffle,a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments,"skiffle, skifflemusik",YES
wn:08250635n,bn:00071963n,n,skiffle_group,a band of musicians who play skiffle,skiffle_group,YES
wn:07053606n,bn:00008435n,n,"scolion, banquet_song",a song (sometimes improvised) sung by guests at a banquet,"skolion, scolion, bankett-song",YES
wn:04249415n,bn:00071444n,n,"snare_drum, snare, side_drum",a small drum with two heads and a snare stretched across the lower head,"snare_drum, kleine_trommel, rührtrommel, snare-trommel, rimshot, snare-drum, snaredrum, snare, schnarrtrommel, rim_shot, rim-shot, paradetrommel, schnarrsaite, snare_drums, fassseiten",YES
wn:11067745n,bn:00045280n,n,"Hurok, Sol_Hurok, Solomon_Hurok",United States impresario who was born in Russia (1888-1974),"sol_hurok, hurok, solomon_hurok",NO
wn:06867880n,bn:00072710n,n,"tonic_solfa, solfa","a system of solmization using the solfa syllables: do, re, mi, fa, sol, la, ti","solfa, tonic_solfa, solfège",YES
wn:01255935n,bn:00072712n,n,"solmization, solfege, solfeggio",singing using solfa syllables to denote the notes of the scale of C major,"solfège, solfege, solfeggio, solfeggieren",YES
wn:10623650n,bn:00072749n,n,soloist,a musician who performs a solo,"solist, solistin",YES
wn:06867675n,bn:00072743n,n,"solmization, solmisation",a system of naming the notes of a musical scale by syllables instead of letters,"solmisation, do-re-mi-fa-so-la-si-do, solmisieren, do_re_mi, do-re-mi-fa-so-la-ti-do, do-re-mi, do, sol, re, la, ti, fa, mi, so",YES
wn:07040939n,bn:00072745n,n,solo,a musical composition for one voice or instrument (with or without accompaniment),"solo, musiksolo, gitarrensolo",YES
wn:07044088n,bn:00072789n,n,sonata,a musical composition of 3 or 4 movements of contrasting forms,"sonate, sonata, cellosonate, kirchensonate, sonaten",YES
wn:05932282n,bn:00072790n,n,sonata_form,a musical form having 3 sections -- exposition and development and recapitulation; characteristic of 1st movement of a sonata or symphony,"sonatenform, sonatensatzform, sonatenhauptsatz, sonatenhauptsatzform, sonatensatz, seitenthema, hauptsatz",YES
wn:07044680n,bn:00072791n,n,sonatina,a short and simple sonata,sonatine,YES
wn:10624540n,bn:00008155n,n,"songwriter, songster, ballad_maker",a composer of words or music for popular songs,"songwriter, songster, liedermacher, songwriting, songschreiber, songwriterin, liedermacherin, songschreiberin, texter_und_komponist, ballade_maker",YES
